FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,INTER_TFR,CONTRIBTNS,INC_INVEST,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,YEAR,Year,Income_by_year
106410852,MILLS-PENINSULA MEDICAL CENTER,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,San Mateo,4,427,Non-Profit,General,Comparable,,650-696-5400,1501 TROUSDALE DRIVE,BURLINGAME,94010,JANET WAGNER,CEO,MILLS-PENINSULA.ORG,SUTTER BAY HOSPITALS,RYAN BOUDREAU,SUTTER HEALTH,,05-0007,HSC30007G,HSP30007G,301,301,158,17858.0,12258.0,6139.0,3686.0,,1371.0,13954.0,412.0,288.0,55966,3576.0,2313.0,741.0,808.0,,264.0,3601.0,98.0,94.0,11495,242.0,59.0,,,,,45340.0,10626.0,,,,,10166.0,1329.0,,,,,50.9,50.9,4.9,4.9,44.0,,,13401.0,8418.0,1461.0,12405.0,,2326.0,28107.0,1079.0,1718.0,68915.0,43435.0,5074.0,,16202.0,7878.0,20.0,400820.0,579576.0,2570.0,7847.0,1065.0,423.0,1945077178,1338761496.0,83594746.0,689910428,6989006.0,645165346,51734088.0,49106346.0,14115807.0,,86724627.0,368887324,224248205.0,1351941649.0,353744406.0,227901142.0,63874971.0,70728388.0,,28752641.0,243478295.0,6204687.0,3708638.0,998393168.0,263876107.0,156197082.0,9829052.0,76487290.0,,25025107.0,402492630.0,5941447.0,6835295.0,946684010.0,501093368.0,337412761.0,47888303.0,125440068.0,,,32926899.0,266619452.0,5960779.0,14119569.0,,7300297.0,35969113.0,,47625633.0,115779015.0,82598300.0,24973648.0,21187510.0,,19825896.0,424287991.0,,1258068.0,-76674992.0,2738496.0,35604384.0,,108168923.0,35651221.0,191081871.0,38883198.0,23957562.0,1246351.0,798177.0,89718421.0,21832128.0,86298844.0,47528650.0,179760449.0,82962294.0,21612838.0,30086745.0,82638901.0,159950856.0,42802514.0,6477426.0,2597810.0,9019662.0,27255851.0,110805361.0,,434201341.0,2452750.0,8278677.0,37972075.0,593710204.0,93604662.0,353390.0,338287620.0,161464532.0,593710204.0,310893.0,267133717.0,-195804442.0,789223241.0,202372514.0,1041248412.0,607047071.0,,,299252591.0,338287620.0,,472310.0,359263.0,1472.0,552.0,2832056.0,452214.0,3284270.0,772.0,,153774.0,792235.0,786363.0,9570.0,191013.0,295338.0,372880.0,8861.0,161268.0,60754.0,858950.0,202018.0,904607.0,12435.0,606871.0,79577.0,167598.0,1008010.0,236500.0,1061870.0,13226.0,685546.0,92770.0,186348.0,2021,2021,2797901180.0
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,905,Investor,General,Comparable,,818-787-2222,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,JAMES THEIRING,CEO,WWW.MCHONLINE.ORG,"DEANCO HEALTHCARE, LLC",HISOON KWON,"HEALTHQUEST CONSULTING, INC.",,05-0704,HSC30704F,,145,145,133,11977.0,5261.0,16261.0,7344.0,,1763.0,1373.0,293.0,1501.0,45773,1545.0,766.0,2051.0,1187.0,,483.0,251.0,134.0,421.0,6838,85.0,60.0,,,,,26321.0,19452.0,,,,,4351.0,2487.0,,,,,86.5,86.5,6.7,6.7,,,,37466.0,3856.0,3746.0,8643.0,,2485.0,3621.0,495.0,2188.0,62500.0,31748.0,,,3873.0,,4.0,201831.0,55361.0,1717.0,364.0,,,682742467,525767921.0,,156974546,3784561.0,174078466,-13319359.0,34752.0,14943.0,,-13299550.0,258202014,64381153.0,360159300.0,166665995.0,85275066.0,84026603.0,126235385.0,,73592349.0,21976535.0,1956088.0,9998487.0,569726508.0,27607916.0,10752292.0,12307752.0,32761023.0,,13207397.0,8277639.0,1494626.0,6607314.0,113015959.0,163623736.0,81132399.0,67785276.0,114022126.0,-6895426.0,,60043959.0,20474571.0,15896133.0,9081748.0,,603399.0,,,,30650175.0,14894959.0,29908800.0,44878953.0,,26755787.0,9779603.0,,106269.0,,,34752.0,,44041263.0,12304355.0,36050911.0,,,,,23923605.0,4279832.0,48694295.0,4784205.0,56498603.0,14291239.0,4257417.0,21449984.0,22904417.0,18002948.0,1827504.0,6724534.0,1944124.0,73726.0,26103970.0,88108876.0,,10876374.0,,,,98985250.0,116585773.0,,2171476.0,-19771999.0,98985250.0,20338320.0,235045394.0,-211164429.0,5586485.0,13103877.0,19791310.0,8914936.0,,136316.0,,2249273.0,77797.0,4354153.0,2112957.0,736.0,355.0,1455571.0,201640.0,1657211.0,183.0,,113589.0,322025.0,364530.0,59948.0,214964.0,145452.0,52950.0,56783.0,99073.0,26257.0,697888.0,145640.0,219966.0,,174372.0,71902.0,145803.0,769418.0,162694.0,275842.0,,204903.0,80659.0,163695.0,2021,2021,2797901180.0
106190541,MONROVIA MEMORIAL HOSPITAL,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,913,Investor,General,Comparable,,626-408-9800,323 SOUTH HELIOTROPE AVE,MONROVIA,91016,RON KUPFERSTEIN,CEO,WWW.MONROVIAMEMORIAL.COM,ALAKOR HEALTHCARE LLC,FRANK ADOMITIS,MONROVIA MEMORIAL HOSPITAL,,05-2054,,,49,49,17,5704.0,,,,,,,,,5704,199.0,,,,,,,,,199,49.0,,,,,,5704.0,,,,,,199.0,,,,,,31.9,31.9,28.7,28.7,,,,,,,,,,,,,,,,,,,2.0,1442.0,,51.0,,,,90408823,75224531.0,,15184292,,16337304,-1153012.0,6198113.0,,,5045101.0,8172150,,82236673.0,90408823.0,,,,,,,,,90408823.0,,,,,,,,,,,75224531.0,,,,,,,,,,,,,,,15184292.0,,,,,,,,,,,,,4104464.0,,3867806.0,,,,,3236466.0,928203.0,3216168.0,984197.0,9125615.0,1391584.0,,93732.0,2198338.0,1996921.0,340065.0,175594.0,161436.0,373198.0,480821.0,9765337.0,,5825875.0,,,4835.0,15596047.0,2390479.0,,6548147.0,6657421.0,15596047.0,8621962.0,179933133.0,-179430356.0,6877012.0,3041745.0,10683397.0,4857522.0,4221457.0,70213.0,,6862085.0,313938.0,,,103.0,34.0,196975.0,17606.0,214581.0,67.0,,47285.0,36930.0,41099.0,5472.0,23202.0,15350.0,19193.0,8444.0,,,77809.0,,29195.0,,40792.0,14186.0,34993.0,85008.0,,31312.0,,44538.0,15506.0,38217.0,2021,2021,2797901180.0
106190552,MOTION PICTURE AND TELEVISION HOSPITAL,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,905,Non-Profit,General,Comparable,,818-876-4169,23388 MULHOLLAND DRIVE,WOODLAND HILLS,91364,ROBERT BEITCHER,CEO,WWW.MPTF.COM,MPTF,KATHIE DAPELLO,MPTF,,05-0552,HSC30552F,ZZT05034F,277,261,194,1041.0,,24306.0,,,,149.0,33712.0,6260.0,65468,39.0,,36.0,,,,4.0,25.0,84.0,188,,12.0,,,110.0,155.0,,3115.0,,,28641.0,33712.0,,120.0,,,43.0,25.0,64.8,68.7,348.2,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,34691575,7070225.0,,27621350,15247.0,58406967,-30770370.0,42041990.0,6904921.0,,4366699.0,33240391,,1451184.0,3304084.0,,16203707.0,,,,392971.0,6430623.0,8360190.0,34691575.0,,,,,,,,,,,1710190.0,,249172.0,,,,,203401.0,1372076.0,1988151.0,,1547235.0,,,,1593894.0,,15954535.0,,,,189570.0,4442472.0,5440879.0,,18576043.0,2824177.0,,18059668.0,,349296.0,,,,,25666036.0,4796654.0,8503007.0,1032306.0,26365377.0,11203104.0,,5944294.0,2231674.0,5936944.0,1679267.0,186645.0,1846.0,139414.0,4718402.0,90576724.0,,20169466.0,387108.0,16632364.0,,127765662.0,22545849.0,,44831062.0,60388751.0,127765662.0,3599861.0,4703334.0,-1564214.0,78936558.0,38324694.0,131784585.0,111615119.0,,,14955639.0,46101062.0,1270000.0,10513810.0,10959453.0,411.0,122.0,755153.0,118292.0,873445.0,44.0,,91529.0,117842.0,11402.0,77326.0,150381.0,68140.0,194929.0,25273.0,15106.0,3225.0,277008.0,,,,291174.0,54534.0,78069.0,327570.0,,,,331523.0,63743.0,89392.0,2021,2021,2797901180.0
106514033,NORTH VALLEY BEHAVIORAL HEALTH - PHF,2021-07-01,2022-06-30,365,Audited,Excl. Ind. Audit Adj.,Sutter,2,227,Investor,Psychiatric,PHF,,530-790-2520,1535 PLUMAS COURT,YUBA CITY,95991,ARNE HYSON,CEO,NVBH.COM,"NORTH VALLEY BEHAVIORAL HEALTH, LLC",ARNE HYSON,NORTH VALLEY BEHAVIORAL HEALTH,,,,,16,16,16,,,,,,5702.0,,,,5702,,,,,,312.0,,,,312,,16.0,,,,,,5702.0,,,,,,312.0,,,,,97.6,97.6,18.3,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,5426790,,,5426790,,5422878,3912.0,1844.0,115553.0,4730.0,-114527.0,5426790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192997.0,,13622.0,,39078.0,,1245697.0,770761.0,,,474936.0,1245697.0,284102.0,908895.0,,,174170.0,174170.0,160548.0,,,,250000.0,250000.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021,2797901180.0
106481357,NORTHBAY MEDICAL CENTER,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Solano,3,408,Non-Profit,General,Comparable,,707-646-3179,1200 B. GALE WILSON BOULEVARD,FAIRFIELD,94533,B. KONARD JONES,CEO,,NORTHBAY HEALTHCARE CORPORATION,CHRISTINE PONCE,"TOYON ASSOCIATES, INC.",3.0,05-0367,,ZZR00368F,204,204,144,20051.0,4382.0,4719.0,14798.0,49.0,5218.0,963.0,40.0,1207.0,51427,3993.0,888.0,850.0,2684.0,10.0,947.0,180.0,9.0,278.0,9839,204.0,,,,,,51427.0,,,,,,9839.0,,,,,,69.1,69.1,5.2,5.2,10.0,2242.0,1400.0,104675.0,20654.0,9166.0,82907.0,32.0,56937.0,26798.0,135.0,48610.0,349914.0,62376.0,239776.0,11322.0,86004.0,8134.0,9.0,287363.0,439327.0,2249.0,7770.0,1014.0,443.0,4460262053,3905839752.0,105845510.0,660267811,18482916.0,692322184,-13571457.0,17867341.0,137724.0,,4158160.0,648616230,763844413.0,3047801410.0,996095414.0,221422177.0,200352547.0,660436010.0,3810421.0,283745721.0,54921478.0,2651961.0,65879504.0,2489315233.0,599240352.0,125552101.0,104712680.0,556795879.0,356367.0,372900835.0,136457170.0,1308161.0,73623275.0,1970946820.0,1429815750.0,318139118.0,231322188.0,1184537819.0,-3143384.0,3922314.0,455320831.0,187090688.0,53073587.0,40286454.0,,5474387.0,,105845510.0,,160542399.0,27364622.0,71679389.0,139098917.0,244474.0,137492651.0,4287960.0,-14.0,119557413.0,18997486.0,,16263377.0,,96765270.0,154038999.0,175501500.0,14565280.0,11528825.0,,,76840107.0,32589223.0,99957757.0,30535223.0,202593101.0,88191410.0,81661203.0,6630081.0,82287196.0,135687149.0,27782702.0,10593064.0,2394329.0,12270385.0,42231564.0,197592232.0,337499593.0,261173169.0,31565918.0,58489748.0,341848.0,886662508.0,127620723.0,39807819.0,293727866.0,425506100.0,886662508.0,9435902.0,1406840159.0,-1252795077.0,360091688.0,89056556.0,499977189.0,238804020.0,,73673609.0,223950000.0,310726545.0,16998679.0,,8681970.0,1932.0,616.0,3383393.0,664795.0,4048188.0,437.0,,141776.0,887570.0,1041615.0,28502.0,185292.0,668504.0,353028.0,47808.0,26892.0,2406.0,826781.0,898632.0,695920.0,,631053.0,81527.0,249480.0,1029278.0,1120303.0,808074.0,,699068.0,109967.0,281498.0,2021,2021,2797901180.0
106214034,NOVATO COMMUNITY HOSPITAL,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Marin,4,405,Non-Profit,General,Comparable,,415-209-1300,180 ROWLAND WAY,NOVATO,94948,MICHAEL L. PURVIS,CEO,NOVATOCOMMUNITY.ORG,SUTTER HEALTH,RYAN BOUDREAU,REIMBURSEMENT DEPARTMENT,,05-0131,HSC00131G,,47,47,18,3198.0,572.0,475.0,772.0,5.0,196.0,670.0,53.0,46.0,5987,1003.0,152.0,100.0,172.0,1.0,63.0,235.0,24.0,13.0,1763,47.0,,,,,,5987.0,,,,,,1763.0,,,,,,34.9,34.9,3.4,3.4,,,,8146.0,1402.0,1032.0,5568.0,9.0,966.0,5969.0,357.0,231.0,23680.0,14308.0,21.0,,8967.0,,3.0,101293.0,89399.0,753.0,1306.0,,,283506207,201665998.0,,81840209,195896.0,81760203,275902.0,5497389.0,1377123.0,,4396168.0,33007600,59782847.0,190715760.0,69936943.0,10436837.0,6718050.0,11614723.0,68946.0,4820043.0,17825159.0,926193.0,606124.0,122953018.0,61011846.0,10134525.0,5976839.0,29817425.0,54441.0,7496311.0,42937366.0,2022509.0,1101927.0,160553189.0,106257203.0,16280802.0,8554447.0,33871983.0,,116157.0,7978063.0,22909697.0,1159097.0,3297453.0,,1241096.0,,,,24451954.0,4283116.0,4012114.0,7371767.0,6552.0,4114234.0,37454043.0,,146429.0,-1807384.0,222040.0,4345975.0,,12485306.0,8545808.0,29380207.0,,,49955.0,,11655994.0,3969598.0,12458814.0,3214521.0,26639360.0,13054638.0,6274146.0,3309907.0,11451664.0,11373910.0,4585783.0,635428.0,454540.0,70510.0,3910317.0,13244909.0,,36046098.0,1126874.0,49190.0,,50467071.0,14688768.0,5033.0,,35773270.0,50467071.0,240.0,31882716.0,-23233590.0,64313366.0,32156407.0,104765468.0,68719370.0,,45876.0,,275441.0,275441.0,164.0,,209.0,68.0,389866.0,63007.0,452873.0,274.0,,39429.0,101766.0,115185.0,,12070.0,49571.0,31713.0,21312.0,13589.0,5231.0,85448.0,38960.0,146132.0,,71390.0,18762.0,29174.0,101200.0,44667.0,171137.0,,81208.0,21405.0,33256.0,2021,2021,2797901180.0
106560501,OJAI VALLEY COMMUNITY HOSPITAL,2021-01-01,2021-12-31,365,Audited,Incl. Ind. Audit Adj.,Ventura,10,809,Non-Profit,General,Comparable,Rural,805-640-2230,1306 MARICOPA HIGHWAY,OJAI,93023,GARY K. WILDE,CEO/PRESIDENT,,COMMUNITY MEMORIAL HEALTH SYSTEM,JOSEPH LAPID,NATHAN CONSULTING GROUP,,05-1334,HSC30046K,,100,100,70,6326.0,2039.0,626.0,13729.0,,1.0,2384.0,113.0,,25218,358.0,112.0,16.0,36.0,,1.0,57.0,2.0,,582,25.0,,,,75.0,,3790.0,,,,21428.0,,401.0,,,,181.0,,69.1,69.1,43.3,9.5,,,,7883.0,3687.0,1227.0,5693.0,,444.0,9334.0,64.0,693.0,29025.0,7609.0,10153.0,,11560.0,,2.0,365.0,15351.0,8.0,284.0,,,64941468,29496460.0,,35445008,746057.0,45855715,-9664650.0,318274.0,37571.0,,-9383947.0,16125317,12321341.0,36494810.0,11645777.0,4077034.0,871649.0,10277456.0,,15739.0,3231979.0,49900.0,,30169534.0,10962498.0,5172108.0,1063296.0,4600626.0,,736547.0,11092149.0,88983.0,1055727.0,34771934.0,8716168.0,5442875.0,998094.0,7920331.0,-43336.0,,368840.0,4841738.0,707544.0,138883.0,,405323.0,,,,13602588.0,3687625.0,916502.0,6805770.0,,373797.0,9298651.0,,760075.0,,1195.0,,,11083512.0,4089935.0,8459195.0,,,,,10941519.0,2525488.0,7059456.0,1696610.0,19277025.0,8654369.0,633025.0,2056797.0,3886957.0,6161968.0,2981483.0,672350.0,186529.0,,1345212.0,7672885.0,697250.0,31084924.0,86601.0,1242836.0,97000.0,40881496.0,69566027.0,,1573944.0,-30258475.0,40881496.0,,9951053.0,-5340245.0,28394982.0,11168756.0,45732909.0,14647985.0,1278976.0,,,1849108.0,275164.0,,59224514.0,225.0,86.0,429026.0,55503.0,484529.0,30.0,,56713.0,81433.0,96034.0,10354.0,63620.0,33608.0,55635.0,14574.0,8390.0,8665.0,160886.0,55094.0,75739.0,,97543.0,6415.0,33349.0,182189.0,61749.0,87742.0,,108523.0,7616.0,36710.0,2021,2021,2797901180.0
106301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,2021-01-01,2021-12-31,365,Audited,Excl. Ind. Audit Adj.,Orange,13,1015,Investor,General,Comparable,,714-953-3500,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,PETER BARONOFF,CEO,HTTPS://ORANGECOUNTY-GMC.COM/,KPC HEALTHCARE INC.,TODD SCHROEDER,MOSS ADAMS LLP,2.0,05-0746,HSC30065H,,256,256,144,9957.0,9220.0,9423.0,12028.0,,1295.0,5785.0,1.0,638.0,48347,1226.0,1390.0,1527.0,2813.0,,222.0,1139.0,1.0,142.0,8460,256.0,,,,,,48347.0,,,,,,8460.0,,,,,,51.7,51.7,5.7,5.7,26.0,2561.0,1708.0,1639.0,2796.0,3937.0,9905.0,,1018.0,4931.0,119.0,2196.0,26541.0,24771.0,899.0,,6938.0,,11.0,429362.0,161127.0,2107.0,964.0,824.0,576.0,903401599,702058368.0,,201343231,4909707.0,228333362,-22080424.0,,,,-22080424.0,237573322,163281587.0,502546690.0,117461596.0,127422697.0,127176044.0,182702307.0,,23873822.0,114320219.0,167772.0,8597535.0,701721992.0,14284447.0,24424910.0,27818891.0,75269546.0,,6497260.0,38655221.0,716559.0,14012773.0,201679607.0,113558251.0,127489230.0,134695402.0,213007360.0,-6897384.0,,23787079.0,56507116.0,31429243.0,3295477.0,,5186594.0,,,,15667792.0,18258377.0,24575502.0,47585908.0,,5884003.0,88259081.0,2.0,1112566.0,42702957.0,,,,68681022.0,18568986.0,65791643.0,,,,,27460330.0,5579749.0,30397810.0,11853822.0,90164668.0,28531819.0,6754127.0,13895496.0,36905852.0,31096261.0,2147252.0,10570968.0,409134.0,262180.0,7595605.0,99877827.0,,9079779.0,4934483.0,,,113892089.0,57813586.0,,1077755.0,55000748.0,113892089.0,,226481236.0,-131410023.0,1214533.0,19829696.0,25049969.0,15970190.0,,1806688.0,,1806688.0,728933.0,,,880.0,449.0,1732627.0,214683.0,1947310.0,105.0,,78131.0,370124.0,648767.0,14390.0,155953.0,182892.0,147644.0,17908.0,115050.0,1768.0,726283.0,137395.0,410593.0,,302787.0,32998.0,122571.0,808076.0,157697.0,477732.0,,331072.0,38469.0,134264.0,2021,2021,2797901180.0
106040937,OROVILLE HOSPITAL,2020-12-01,2021-11-30,365,Audited,Incl. Ind. Audit Adj.,Butte,1,221,Non-Profit,General,Comparable,,530-533-8500,2767 OLIVE HIGHWAY,OROVILLE,95966,ROBERT J. WENTZ,CEO,WWW.OROVILLEHOSPITAL.COM,OROHEALTH CORPORATION,JO L. DILBECK,OROHEALTH CORPORATION,,05-0030,HSC00030F,ZZR00030F,279,279,205,28046.0,4222.0,15910.0,14224.0,20.0,4959.0,1129.0,4.0,2223.0,70737,5313.0,758.0,1136.0,4301.0,5.0,1335.0,318.0,4.0,227.0,13397,153.0,,,,126.0,,47883.0,,,,22854.0,,12899.0,,,,498.0,,69.5,69.5,5.3,3.7,10.0,963.0,453.0,215075.0,27401.0,13043.0,170104.0,152.0,96521.0,28073.0,11.0,10245.0,560625.0,24058.0,357420.0,8348.0,209604.0,,5.0,153550.0,229120.0,1599.0,3170.0,276.0,154.0,1086232129,732208592.0,,354023537,15943205.0,359162287,10804455.0,5473163.0,1356331.0,,14921287.0,161691297,127584830.0,796956002.0,229875045.0,34567508.0,37840158.0,147674352.0,157717.0,57045891.0,13579144.0,70159.0,6542607.0,527352581.0,224751723.0,27710402.0,14351384.0,155809262.0,107637.0,94345976.0,30009972.0,20476.0,11772716.0,558879548.0,346840259.0,37321052.0,31563271.0,178895313.0,-2931567.0,95157.0,90724043.0,26121488.0,8436424.0,1036722.0,-181125.0,14287555.0,,,,106575193.0,24948626.0,21376427.0,125826238.0,345525.0,53077894.0,17439296.0,,4434338.0,,,4923629.0,,62148936.0,75671031.0,120849208.0,,,,,44710945.0,7261796.0,42448808.0,6071563.0,121287915.0,53287587.0,56645423.0,9923529.0,53336147.0,17067140.0,9475063.0,6514453.0,2083514.0,1344951.0,28196565.0,224781574.0,296805.0,46104662.0,135324128.0,111417972.0,1707339.0,519632480.0,134614403.0,,244058021.0,140960056.0,519632480.0,60363924.0,325911594.0,-184196957.0,34066183.0,109370605.0,155744309.0,109639647.0,,17077052.0,226032253.0,251283527.0,7225506.0,,123919.0,1598.0,366.0,3068892.0,357742.0,3426634.0,94.0,,225306.0,1179955.0,545376.0,94258.0,96313.0,522640.0,218167.0,84978.0,24708.0,77191.0,606182.0,612001.0,860771.0,,537779.0,159950.0,269668.0,674189.0,682869.0,972149.0,,591703.0,179655.0,301348.0,2020,2020,3221071110.0
106190159,PACIFIC GARDENS MEDICAL CENTER,2021-03-13,2021-08-23,164,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,921,Investor,General,Comparable,,562-860-0401,21530 PIONEER BOULEVARD,HAWAIIAN GARDENS,90716-2608,MANPREET SINGH,ADMINISTRATOR,,GURPREET SINGH,MATT FALKNER,"WIPFLI, LLP",,05-0575,,,137,137,7,458.0,,11.0,,,464.0,,,88.0,1021,79.0,,2.0,,,69.0,,,8.0,158,137.0,,,,,,1021.0,,,,,,158.0,,,,,,4.5,4.5,6.5,6.5,,,,25.0,,3.0,,,87.0,,,22.0,137.0,288.0,,,,,,,,,,,,4665522,,,4665522,31650.0,5740302,-1043130.0,,,,-1043130.0,2250100,158349.0,2257073.0,1895797.0,,29607.0,,,1220475.0,,,173837.0,3319716.0,458062.0,,35992.0,,,733764.0,,,117988.0,1345806.0,,,,,,,,,,,,,,,,2353859.0,,65599.0,,,1954239.0,,,291825.0,,,,,725665.0,264577.0,1062454.0,,,,,1754418.0,254606.0,1186626.0,491956.0,355199.0,63317.0,525661.0,744176.0,1136451.0,62958.0,,531536.0,1629.0,,2319375.0,4667177.0,,,,,,4667177.0,5710307.0,,,-1043130.0,4667177.0,,4668658.0,-1481.0,,,,,,,,,,,,52.0,8.0,94119.0,13377.0,107496.0,,,11049.0,31089.0,15288.0,1790.0,,26323.0,4183.0,4397.0,,,25449.0,3197.0,15079.0,,28494.0,7637.0,14263.0,30030.0,3665.0,18791.0,,31146.0,8195.0,15669.0,2021,2021,2797901180.0
